A0,A1,A2,A5,A6,A7
73.80,73.65,73.65,4.32,0.00,58.72
73.29,73.80,73.80,3.75,0.00,59.01
73.80,73.80,73.58,4.40,0.00,58.43
73.22,73.80,73.80,3.89,0.00,58.86
73.80,73.72,73.72,4.40,0.00,58.14
73.00,73.80,73.80,3.89,0.00,58.50
73.80,73.65,73.65,4.61,0.00,57.78
73.80,73.65,73.80,4.47,0.00,58.43
73.29,73.80,73.80,4.11,0.00,58.00
73.80,73.80,73.58,4.68,0.00,57.42
73.22,73.80,73.80,4.18,0.00,57.71
73.80,73.80,73.65,4.76,0.00,57.06
72.79,73.80,73.80,4.18,0.00,57.42
73.80,73.65,73.65,4.83,0.00,56.63
73.36,73.80,73.80,4.25,0.00,56.70
73.80,73.72,73.58,4.97,0.00,56.41
73.22,73.51,73.65,4.54,0.00,56.19
73.72,73.80,73.80,4.61,0.00,56.70
73.80,73.58,73.65,4.90,0.00,55.90
73.29,73.80,73.80,4.83,0.00,56.05
73.80,73.65,73.58,5.33,0.00,55.54
73.29,73.80,73.80,4.97,0.00,55.47
73.80,73.80,73.58,5.48,0.00,55.33
73.22,73.80,73.80,5.04,0.00,55.62
73.80,73.72,73.65,5.55,0.00,55.04
72.64,73.80,73.80,4.97,0.00,55.18
73.80,73.65,73.58,5.77,0.00,54.61
73.22,73.58,73.51,5.26,0.00,54.17
73.72,73.80,73.80,5.48,0.00,54.89
73.80,73.80,73.72,5.91,0.00,54.17
73.15,73.80,73.80,5.48,0.00,54.46
73.80,73.65,73.72,6.05,0.00,53.88
72.79,73.80,73.80,5.62,0.00,53.96
73.80,73.80,73.58,6.20,0.00,53.52
73.22,73.80,73.80,5.69,0.00,53.60
73.80,73.80,73.65,6.20,0.00,53.16
73.07,73.80,73.80,5.77,0.00,53.45
73.80,73.72,73.65,6.34,0.00,52.95
73.43,73.58,73.80,6.27,0.00,52.95
73.29,73.80,73.80,5.91,0.00,53.02
73.80,73.80,73.58,6.49,0.00,52.51
73.29,73.80,73.80,6.05,0.00,52.73
73.80,73.80,73.72,6.49,0.00,52.22
73.07,73.80,73.80,5.98,0.00,52.51
73.80,73.65,73.72,6.63,0.00,51.79
73.00,73.80,73.80,6.20,0.00,51.94
73.80,73.80,73.58,6.63,0.00,51.43
73.22,73.80,73.80,6.27,0.00,51.65
73.80,73.80,73.72,6.78,0.00,51.21
73.58,73.72,73.80,6.70,0.00,51.29
73.15,73.80,73.80,6.34,0.00,51.29
73.80,73.65,73.58,6.92,0.00,50.71
73.29,73.80,73.80,6.42,0.00,50.85
73.80,73.80,73.58,6.92,0.00,50.35
73.29,73.80,73.80,6.42,0.00,50.64
73.80,73.72,73.65,6.99,0.00,50.13
73.07,73.80,73.80,6.56,0.00,50.20
73.80,73.65,73.65,7.14,0.00,49.56
73.22,73.80,73.80,6.70,0.00,49.77
73.80,73.80,73.58,7.21,0.00,49.41
73.72,73.80,73.80,7.21,0.00,49.41
73.22,73.80,73.80,6.78,0.00,49.48
73.80,73.65,73.65,7.14,0.00,48.98
72.93,73.80,73.80,6.85,0.00,49.05
73.80,73.72,73.58,7.50,0.00,48.62
73.29,73.80,73.80,6.92,0.00,48.76
73.80,73.80,73.65,7.43,0.00,48.33
73.22,73.80,73.80,7.06,0.00,48.55
73.80,73.65,73.72,7.57,0.00,48.04
73.00,73.80,73.80,7.06,0.00,48.11
73.80,73.72,73.58,7.71,0.00,47.61
73.80,73.80,73.29,7.64,0.00,47.68
73.22,73.80,73.80,7.28,0.00,47.75
73.80,73.80,73.72,7.79,0.00,47.25
73.15,73.80,73.80,7.35,0.00,47.39
73.80,73.65,73.72,7.79,0.00,46.89
72.93,73.80,73.80,7.28,0.00,46.89
73.80,73.80,73.58,8.00,0.00,46.53
73.29,73.80,73.80,7.50,0.00,46.67
73.80,73.80,73.72,8.00,0.00,46.31
73.15,73.51,73.72,7.64,0.00,46.09
73.72,73.80,73.80,8.00,0.00,46.38
73.80,73.58,73.51,8.07,0.00,45.73
73.15,73.80,73.80,8.07,0.00,45.88
73.80,73.80,73.51,8.58,0.00,45.52
73.36,73.80,73.80,8.22,0.00,45.37
73.80,73.80,73.65,8.65,0.00,45.30
73.15,73.80,73.80,8.29,0.00,45.37
73.80,73.65,73.72,8.72,0.00,44.87
73.15,73.80,73.80,8.29,0.00,44.94
73.80,73.80,73.58,8.80,0.00,44.58
73.29,73.51,73.65,8.36,0.00,43.93
73.80,73.80,73.80,8.65,0.00,44.72
73.80,73.72,73.65,9.01,0.00,44.22
73.15,73.80,73.80,8.65,0.00,44.15
73.80,73.65,73.58,9.23,0.00,43.64
72.93,73.80,73.80,8.80,0.00,43.71
73.80,73.80,73.58,9.37,0.00,43.50
73.22,73.80,73.80,9.01,0.00,43.50
73.80,73.72,73.65,9.37,0.00,43.28
73.15,73.80,73.80,9.01,0.00,43.28
73.80,73.65,73.58,9.52,0.00,42.85
73.43,73.65,73.58,9.52,0.00,42.85
73.29,73.80,73.80,9.16,0.00,42.85
73.80,73.80,73.72,9.59,0.00,42.41
73.15,73.80,73.80,9.30,0.00,42.56
73.80,73.65,73.72,9.81,0.00,42.13
73.15,73.80,73.80,9.37,0.00,42.05
73.80,73.80,73.58,9.88,0.00,41.76
73.22,73.80,73.80,9.23,0.00,41.76
73.80,73.80,73.72,9.88,0.00,41.40
73.15,73.80,73.80,9.52,0.00,41.55
73.80,73.65,73.65,10.09,0.00,41.19
73.58,73.65,73.72,9.88,0.00,40.90
73.29,73.80,73.80,9.66,0.00,41.04
73.80,73.80,73.58,10.09,0.00,40.61
73.22,73.80,73.80,9.66,0.00,40.68
73.80,73.80,73.72,10.17,0.00,40.39
72.86,73.80,73.80,9.73,0.00,40.39
73.80,73.72,73.65,10.24,0.00,40.03
73.07,73.80,73.80,9.88,0.00,40.11
73.80,73.65,73.58,10.38,0.00,39.74
73.72,73.80,73.72,10.38,0.00,39.67
73.22,73.80,73.80,10.09,0.00,39.60
73.80,73.80,73.65,10.38,0.00,39.24
73.29,73.80,73.80,10.17,0.00,39.17
73.80,73.80,73.72,10.53,0.00,38.95
73.00,73.80,73.80,10.17,0.00,38.73
73.80,73.72,73.72,10.74,0.00,38.73
73.15,73.80,73.80,10.31,0.00,38.66
73.80,73.65,73.58,10.82,0.00,38.37
73.65,73.65,73.65,10.82,0.00,38.16
73.15,73.80,73.80,10.53,0.00,38.16
73.80,73.80,73.58,10.89,0.00,37.80
73.29,73.80,73.80,10.53,0.00,37.87
73.80,73.80,73.65,11.03,0.00,37.58
73.15,73.80,73.80,10.67,0.00,37.44
73.80,73.65,73.65,11.10,0.00,37.22
73.51,73.65,73.80,11.10,0.00,37.22
73.15,73.80,73.80,10.82,0.00,37.00
73.80,73.72,73.58,11.18,0.00,36.64
73.15,73.80,73.80,10.89,0.00,36.64
73.80,73.80,73.51,11.39,0.00,36.28
73.29,73.80,73.80,10.96,0.00,36.43
73.80,73.80,73.72,11.47,0.00,36.14
73.22,73.80,73.80,11.18,0.00,35.99
73.80,73.65,73.72,11.68,0.00,35.70
73.58,73.65,73.80,11.68,0.00,35.63
73.15,73.80,73.80,11.32,0.00,35.56
73.80,73.65,73.58,11.75,0.00,35.20
73.29,73.80,73.80,11.47,0.00,35.13
73.80,73.80,73.58,11.83,0.00,34.84
73.15,73.80,73.80,11.54,0.00,34.84
73.80,73.80,73.72,11.97,0.00,34.55
73.65,73.80,73.80,11.97,0.00,34.48
73.15,73.80,73.80,11.68,0.00,34.41
73.80,73.65,73.65,12.11,0.00,34.19
73.15,73.80,73.80,11.75,0.00,34.12
73.80,73.65,73.58,12.19,0.00,33.76
73.22,73.80,73.80,11.83,0.00,33.68
73.80,73.80,73.58,12.33,0.00,33.32
73.22,73.80,73.80,11.90,0.00,33.18
73.80,73.80,73.72,12.40,0.00,33.18
73.80,73.58,73.29,12.26,0.00,33.47
73.22,73.80,73.80,11.97,0.00,32.96
73.80,73.65,73.72,12.48,0.00,32.60
72.86,73.80,73.80,12.04,0.00,32.46
73.80,73.72,73.65,12.62,0.00,32.24
73.36,73.80,73.80,12.26,0.00,32.10
73.80,73.80,73.58,12.76,0.00,31.88
73.72,73.80,73.72,12.76,0.00,31.81
73.29,73.80,73.80,12.40,0.00,31.74
73.80,73.80,73.72,12.76,0.00,31.45
73.15,73.80,73.80,12.40,0.00,31.23
73.80,73.72,73.72,12.91,0.00,31.16
73.00,73.80,73.80,12.48,0.00,31.09
73.80,73.72,73.65,12.91,0.00,30.87
73.29,73.80,73.80,12.48,0.00,30.80
73.80,73.80,73.58,13.05,0.00,30.51
73.65,73.72,73.65,13.27,0.00,30.44
73.29,73.80,73.80,12.76,0.00,30.29
73.80,73.80,73.72,13.20,0.00,30.01
73.15,73.80,73.80,12.84,0.00,29.79
73.80,73.72,73.72,13.20,0.00,29.64
73.15,73.80,73.80,12.91,0.00,29.50
73.80,73.65,73.72,13.34,0.00,29.28
73.43,73.51,73.58,13.34,0.00,29.14
73.29,73.80,73.80,13.12,0.00,29.07
73.80,73.80,73.58,13.56,0.00,28.85
73.22,73.80,73.80,13.12,0.00,28.63
73.80,73.80,73.72,13.63,0.00,28.49
73.15,73.80,73.80,13.20,0.00,28.35
73.80,73.72,73.65,13.70,0.00,28.20
73.15,73.80,73.80,13.34,0.00,28.13
73.80,73.65,73.72,13.85,0.00,28.06
73.51,73.58,73.65,13.77,0.00,27.62
73.43,73.80,73.80,13.56,0.00,27.77
73.80,73.80,73.58,13.85,0.00,27.55
73.22,73.80,73.80,13.70,0.00,27.41
73.80,73.80,73.65,14.06,0.00,27.19
72.86,73.80,73.80,13.70,0.00,26.98
73.80,73.80,73.65,14.21,0.00,26.76
73.58,73.80,73.80,14.13,0.00,26.61
73.22,73.80,73.80,13.99,0.00,26.47
73.80,73.72,73.65,14.28,0.00,26.25
73.43,73.80,73.80,14.06,0.00,26.04
73.80,73.80,73.58,14.35,0.00,26.04
73.22,73.80,73.80,14.13,0.00,25.82
73.80,73.80,73.65,14.50,0.00,25.60
73.29,73.80,73.80,14.21,0.00,25.39
73.80,73.80,73.72,14.57,0.00,25.24
73.65,73.72,73.58,14.42,0.00,25.17
73.07,73.80,73.80,14.35,0.00,25.03
73.80,73.72,73.65,14.78,0.00,25.03
73.36,73.80,73.80,14.50,0.00,24.96
73.80,73.80,73.58,14.86,0.00,24.67
73.29,73.80,73.80,14.64,0.00,24.60
73.80,73.80,73.65,15.00,0.00,24.38
73.80,73.80,73.80,15.00,0.00,24.16
73.22,73.80,73.80,14.71,0.00,23.95
73.80,73.80,73.72,15.07,0.00,23.80
73.15,73.80,73.80,14.86,0.00,23.59
73.80,73.65,73.72,15.14,0.00,23.66
73.29,73.80,73.80,14.93,0.00,23.15
73.80,73.80,73.58,15.36,0.00,23.08
73.36,73.80,73.80,15.00,0.00,22.94
73.80,73.80,73.65,15.36,0.00,22.79
73.80,73.80,73.72,15.43,0.00,22.72
73.22,73.80,73.80,15.14,0.00,22.58
73.80,73.72,73.72,15.51,0.00,22.43
73.22,73.80,73.80,15.29,0.00,22.21
73.80,73.65,73.72,15.65,0.00,22.21
73.22,73.80,73.80,15.43,0.00,21.85
73.80,73.80,73.65,15.79,0.00,21.85
73.58,73.65,73.58,15.79,0.00,21.78
73.29,73.80,73.80,15.58,0.00,21.49
73.80,73.80,73.72,15.87,0.00,21.42
72.93,73.80,73.80,15.43,0.00,21.20
73.80,73.80,73.72,15.94,0.00,21.06
73.22,73.80,73.80,15.65,0.00,20.84
73.80,73.72,73.72,16.01,0.00,20.70
73.22,73.80,73.80,15.79,0.00,20.41
73.80,73.80,73.65,16.08,0.00,20.34
73.65,73.72,73.65,16.15,0.00,20.19
73.29,73.80,73.80,15.87,0.00,19.98
73.80,73.80,73.65,16.30,0.00,19.91
73.22,73.80,73.80,15.87,0.00,19.40
73.80,73.80,73.72,16.30,0.00,19.62
73.22,73.80,73.80,16.01,0.00,19.33
73.80,73.72,73.72,16.44,0.00,19.40
73.51,73.58,73.80,16.44,0.00,19.26
73.29,73.80,73.80,16.23,0.00,19.04
73.80,73.80,73.58,16.59,0.00,18.90
73.36,73.80,73.80,16.30,0.00,18.75
73.80,73.80,73.65,16.66,0.00,18.61
73.29,73.80,73.80,16.44,0.00,18.25
73.80,73.80,73.72,16.73,0.00,18.25
73.00,73.80,73.80,16.44,0.00,17.89
73.80,73.72,73.72,16.88,0.00,17.89
73.58,73.65,73.80,16.80,0.00,17.67
73.29,73.80,73.80,16.66,0.00,17.45
73.80,73.80,73.65,17.02,0.00,17.38
73.29,73.80,73.80,16.80,0.00,17.02
73.80,73.80,73.58,17.09,0.00,17.02
73.29,73.80,73.80,16.88,0.00,16.66
73.80,73.80,73.72,17.24,0.00,16.73
73.65,73.80,73.80,17.16,0.00,16.44
73.22,73.80,73.80,17.09,0.00,16.30
73.80,73.72,73.72,17.31,0.00,16.30
73.22,73.80,73.80,17.16,0.00,16.01
73.80,73.72,73.58,17.45,0.00,16.08
73.22,73.80,73.80,17.24,0.00,15.79
73.80,73.80,73.58,17.60,0.00,15.79
73.36,73.80,73.80,17.45,0.00,15.43
73.80,73.80,73.72,17.67,0.00,15.43
73.65,73.80,73.80,17.67,0.00,15.22
73.22,73.80,73.80,17.45,0.00,14.78
73.80,73.72,73.72,17.74,0.00,14.86
73.22,73.80,73.80,17.67,0.00,14.50
73.80,73.72,73.58,17.89,0.00,14.50
73.29,73.80,73.80,17.67,0.00,13.99
73.80,73.80,73.58,18.03,0.00,14.13
73.80,73.65,73.58,17.96,0.00,13.99
73.22,73.80,73.80,17.81,0.00,13.63
73.80,73.80,73.72,18.10,0.00,13.70
72.79,73.80,73.80,17.81,0.00,13.34
73.80,73.72,73.72,18.17,0.00,13.41
73.22,73.80,73.80,17.96,0.00,13.05
73.80,73.65,73.65,18.32,0.00,13.20
73.36,73.80,73.80,18.10,0.00,12.84
73.80,73.80,73.65,18.54,0.00,12.84
73.58,73.72,73.58,18.39,0.00,12.76
73.36,73.80,73.80,18.32,0.00,12.48
73.80,73.80,73.72,18.61,0.00,12.48
73.07,73.80,73.80,18.39,0.00,11.90
73.80,73.65,73.72,18.75,0.00,11.97
73.22,73.80,73.80,18.46,0.00,11.54
73.80,73.72,73.65,18.75,0.00,11.61
73.72,73.72,73.65,18.75,0.00,11.54
73.29,73.80,73.80,18.61,0.00,11.10
73.80,73.72,73.58,18.82,0.00,11.18
73.36,73.80,73.80,18.61,0.00,10.74
73.80,73.80,73.72,18.97,0.00,10.89
73.22,73.80,73.80,18.75,0.00,10.46
73.80,73.72,73.80,19.04,0.00,10.53
73.15,73.80,73.80,18.90,0.00,10.09
73.80,73.72,73.72,19.18,0.00,10.31
73.72,73.65,73.65,19.26,0.00,10.17
73.22,73.80,73.80,19.11,0.00,9.95
73.80,73.72,73.65,19.26,0.00,9.81
73.36,73.80,73.80,18.97,0.00,9.52
73.80,73.72,73.72,19.40,0.00,9.59
73.22,73.80,73.80,19.04,0.00,9.08
73.80,73.72,73.65,19.47,0.00,9.16
73.22,73.80,73.80,19.26,0.00,8.65
73.80,73.80,73.65,19.55,0.00,8.80
73.80,73.80,73.80,19.26,0.00,8.65
73.22,73.80,73.80,19.40,0.00,8.29
73.80,73.72,73.72,19.69,0.00,8.44
73.22,73.80,73.80,19.47,0.00,7.93
73.80,73.80,73.58,19.76,0.00,8.00
73.22,73.80,73.80,19.62,0.00,7.57
73.80,73.80,73.72,19.83,0.00,7.71
73.22,73.80,73.80,19.69,0.00,7.28
73.80,73.65,73.72,19.98,0.00,7.43
73.22,73.80,73.80,19.83,0.00,6.99
73.80,73.72,73.65,20.12,0.00,7.21
73.58,73.72,73.58,20.19,0.00,7.06
73.22,73.80,73.80,19.98,0.00,6.70
73.80,73.80,73.65,20.27,0.00,6.78
73.22,73.80,73.80,20.19,0.00,6.34
73.80,73.65,73.65,20.34,0.00,6.42
73.29,73.80,73.80,20.19,0.00,5.84
73.80,73.80,73.58,20.41,0.00,5.98
72.93,73.80,73.80,20.19,0.00,5.48
73.80,73.80,73.72,20.48,0.00,5.69
73.22,73.80,73.80,20.41,0.00,5.19
73.80,73.65,73.72,20.63,0.00,5.33
73.65,73.65,73.58,20.70,0.00,5.12
73.15,73.80,73.80,20.48,0.00,4.54
73.80,73.80,73.58,20.77,0.00,4.90
73.22,73.80,73.80,20.48,0.00,4.32
73.80,73.72,73.65,20.84,0.00,4.61
73.22,73.80,73.80,20.77,0.00,4.11
73.80,73.65,73.65,20.92,0.00,4.32
73.22,73.80,73.80,20.84,0.00,3.82
73.80,73.80,73.58,21.06,0.00,4.11
73.00,73.80,73.80,20.77,0.00,3.60
73.80,73.80,73.72,21.20,0.00,3.75
73.65,73.72,73.80,21.28,0.00,3.53
73.22,73.80,73.80,21.06,0.00,3.02
73.80,73.80,73.58,21.28,0.00,3.24
73.15,73.80,73.80,21.13,0.00,2.59
73.80,73.80,73.65,21.35,0.00,2.88
73.22,73.80,73.80,20.99,0.00,2.30
73.80,73.72,73.65,21.49,0.00,2.45
73.15,73.80,73.80,21.28,0.00,1.94
73.80,73.65,73.58,21.64,0.00,2.23
73.15,73.58,73.58,21.35,0.00,1.65
73.72,73.80,73.80,21.71,0.00,1.65
73.80,73.80,73.72,21.78,0.00,1.80
73.22,73.80,73.80,21.57,0.00,1.29
73.80,73.65,73.72,21.93,0.00,1.58
73.22,73.80,73.80,21.71,0.00,1.08
73.80,73.80,73.58,22.07,0.00,1.37
73.15,73.80,73.80,21.78,0.00,0.72
73.80,73.80,73.72,22.00,0.00,1.08
73.22,73.80,73.80,21.71,0.00,0.57
73.80,73.65,73.65,22.21,0.00,0.79
73.58,73.65,73.72,22.29,0.00,0.72
73.22,73.80,73.65,22.00,0.00,0.28
73.80,73.80,73.65,22.36,0.00,0.50
73.07,73.80,73.80,22.07,0.00,0.00
73.80,73.80,73.65,22.36,0.00,0.21
73.15,73.43,73.65,22.14,0.00,0.00
73.72,73.80,73.80,22.58,0.00,0.07
73.29,73.51,73.58,22.29,0.00,0.00
73.80,73.80,73.72,22.65,0.00,0.00
73.15,73.43,73.65,22.29,0.00,0.00
73.80,73.80,73.80,22.50,0.00,0.00
73.58,73.51,73.72,22.65,0.00,0.00
73.51,73.58,73.72,22.79,0.00,0.00
73.80,73.80,73.80,23.22,0.00,0.00
73.29,73.58,73.51,22.86,0.00,0.00
73.80,73.80,73.80,23.22,0.00,0.00
73.15,73.51,73.58,22.94,0.00,0.00
73.72,73.80,73.80,23.22,0.00,0.00
73.15,73.43,73.58,23.15,0.00,0.00
73.80,73.80,73.72,23.66,0.00,0.00
73.22,73.51,73.58,23.30,0.00,0.00
73.80,73.72,73.65,23.44,0.00,0.00
73.65,73.72,73.72,23.73,0.00,0.00
73.15,73.36,73.58,23.37,0.00,0.00
73.80,73.72,73.80,23.87,0.00,0.00
73.22,73.43,73.58,23.59,0.00,0.00
73.80,73.80,73.80,24.02,0.00,0.00
73.22,73.51,73.51,23.66,0.00,0.00
73.80,73.80,73.80,24.16,0.00,0.00
73.15,73.51,73.58,23.73,0.00,0.00
73.80,73.80,73.80,24.09,0.00,0.00
73.15,73.43,73.58,23.87,0.00,0.00
73.80,73.80,73.72,24.09,0.00,0.00
73.80,73.72,73.58,24.38,0.00,0.00
73.15,73.58,73.72,24.09,0.00,0.00
73.65,73.80,73.80,24.67,0.00,0.00
73.15,73.43,73.58,24.23,0.00,0.00
73.80,73.80,73.80,24.60,0.00,0.00
73.22,73.43,73.58,24.31,0.00,0.00
73.80,73.80,73.72,24.67,0.00,0.00
73.15,73.51,73.58,24.31,0.00,0.00
73.80,73.80,73.80,24.74,0.00,0.00
73.15,73.43,73.65,24.45,0.00,0.00
73.80,73.80,73.80,24.74,0.00,0.00
73.80,73.65,73.58,25.03,0.00,0.00
73.22,73.58,73.58,24.81,0.00,0.00
73.80,73.80,73.65,25.17,0.00,0.00
73.07,73.51,73.65,24.81,0.00,0.00
73.72,73.80,73.80,25.24,0.00,0.00
73.07,73.43,73.72,24.88,0.00,0.00
73.80,73.80,73.72,25.32,0.00,0.00
73.29,73.65,73.65,25.03,0.00,0.00
73.80,73.80,73.65,25.39,0.00,0.00
73.15,73.51,73.72,25.03,0.00,0.00
73.51,73.80,73.80,25.24,0.00,0.00
73.80,73.72,73.72,25.60,0.00,0.00
73.22,73.43,73.65,25.39,0.00,0.00
73.80,73.80,73.65,25.75,0.00,0.00
73.22,73.51,73.58,25.39,0.00,0.00
73.80,73.80,73.80,25.82,0.00,0.00
73.00,73.51,73.65,25.46,0.00,0.00
73.80,73.80,73.80,25.82,0.00,0.00
73.15,73.43,73.65,25.60,0.00,0.00
73.80,73.80,73.65,26.04,0.00,0.00
73.22,73.58,73.58,25.68,0.00,0.00
73.58,73.65,73.72,25.89,0.00,0.00
73.80,73.80,73.80,26.33,0.00,0.00
73.15,73.36,73.58,25.89,0.00,0.00
73.80,73.80,73.72,26.25,0.00,0.00
73.22,73.36,73.58,26.11,0.00,0.00
73.80,73.80,73.72,26.47,0.00,0.00
73.22,73.51,73.58,26.11,0.00,0.00
73.80,73.80,73.80,26.54,0.00,0.00
73.00,73.36,73.65,26.18,0.00,0.00
73.80,73.80,73.80,26.47,0.00,0.00
73.65,73.58,73.58,26.54,0.00,0.00
73.65,73.72,73.58,26.69,0.00,0.00
73.80,73.80,73.80,26.98,0.00,0.00
73.15,73.51,73.72,26.54,0.00,0.00
73.72,73.80,73.80,26.98,0.00,0.00
73.15,73.36,73.65,26.69,0.00,0.00
73.80,73.80,73.72,27.05,0.00,0.00
73.22,73.51,73.51,26.83,0.00,0.00
73.80,73.80,73.72,27.19,0.00,0.00
73.29,73.51,73.72,26.83,0.00,0.00
73.80,73.80,73.80,27.05,0.00,0.00
73.65,73.72,73.80,27.48,0.00,0.00
73.15,73.43,73.65,27.12,0.00,0.00
73.80,73.80,73.80,27.62,0.00,0.00
73.22,73.58,73.51,27.26,0.00,0.00
73.80,73.80,73.80,27.62,0.00,0.00
73.07,73.58,73.65,27.26,0.00,0.00
73.58,73.80,73.80,27.70,0.00,0.00
73.07,73.43,73.65,27.41,0.00,0.00
73.80,73.80,73.72,27.70,0.00,0.00
73.22,73.51,73.51,27.55,0.00,0.00
73.80,73.80,73.72,27.62,0.00,0.00
73.80,73.80,73.80,27.99,0.00,0.00
73.15,73.43,73.65,27.62,0.00,0.00
73.80,73.65,73.80,28.27,0.00,0.00
73.22,73.43,73.51,27.77,0.00,0.00
73.80,73.80,73.80,28.27,0.00,0.00
73.29,73.58,73.58,27.84,0.00,0.00
73.80,73.80,73.80,28.27,0.00,0.00
73.15,73.43,73.65,27.84,0.00,0.00
73.80,73.80,73.80,28.35,0.00,0.00
73.22,73.36,73.51,27.99,0.00,0.00
73.80,73.80,73.72,28.20,0.00,0.00
73.80,73.72,73.58,28.42,0.00,0.00
73.29,73.58,73.72,28.20,0.00,0.00
73.80,73.80,73.80,28.63,0.00,0.00
73.07,73.36,73.65,28.35,0.00,0.00
73.80,73.72,73.72,28.71,0.00,0.00
73.22,73.51,73.58,28.35,0.00,0.00
73.80,73.80,73.72,28.78,0.00,0.00
73.22,73.58,73.72,28.42,0.00,0.00
73.80,73.80,73.80,28.85,0.00,0.00
73.07,73.43,73.65,28.49,0.00,0.00
73.51,73.65,73.80,28.78,0.00,0.00
73.80,73.80,73.51,29.14,0.00,0.00
73.22,73.51,73.58,28.78,0.00,0.00
73.80,73.80,73.72,29.07,0.00,0.00
73.15,73.58,73.72,28.85,0.00,0.00
73.80,73.80,73.80,29.28,0.00,0.00
73.07,73.43,73.65,28.92,0.00,0.00
73.80,73.72,73.51,29.36,0.00,0.00
73.22,73.51,73.58,29.07,0.00,0.00
73.80,73.80,73.72,29.43,0.00,0.00
73.15,73.58,73.72,29.14,0.00,0.00
73.43,73.58,73.72,29.21,0.00,0.00
73.80,73.80,73.80,29.79,0.00,0.00
73.22,73.43,73.58,29.28,0.00,0.00
73.80,73.80,73.65,29.57,0.00,0.00
73.15,73.51,73.58,29.36,0.00,0.00
73.80,73.80,73.80,29.79,0.00,0.00
73.07,73.51,73.65,29.43,0.00,0.00
73.80,73.80,73.80,30.01,0.00,0.00
73.15,73.43,73.58,29.64,0.00,0.00
73.72,73.80,73.43,29.79,0.00,0.00
73.58,73.65,73.58,29.86,0.00,0.00
73.80,73.80,73.80,30.01,0.00,0.00
73.80,73.80,73.80,30.37,0.00,0.00
73.00,73.36,73.65,29.93,0.00,0.00
73.80,73.80,73.80,30.37,0.00,0.00
73.15,73.29,73.51,30.15,0.00,0.00
73.80,73.80,73.72,30.44,0.00,0.00
73.22,73.51,73.65,30.15,0.00,0.00
73.80,73.80,73.80,30.58,0.00,0.00
73.07,73.43,73.72,30.22,0.00,0.00
73.80,73.80,73.80,30.44,0.00,0.00
73.80,73.65,73.58,30.80,0.00,0.00
73.15,73.51,73.51,30.37,0.00,0.00
73.80,73.80,73.80,30.73,0.00,0.00
73.29,73.65,73.80,30.44,0.00,0.00
73.80,73.80,73.80,30.80,0.00,0.00
73.07,73.36,73.65,30.58,0.00,0.00
73.65,73.80,73.80,31.02,0.00,0.00
73.22,73.51,73.51,30.73,0.00,0.00
73.80,73.80,73.72,31.02,0.00,0.00
73.36,73.58,73.72,30.73,0.00,0.00
73.72,73.80,73.80,30.87,0.00,0.00
73.72,73.72,73.80,31.38,0.00,0.00
73.22,73.43,73.58,30.94,0.00,0.00
73.80,73.65,73.80,31.59,0.00,0.00
73.22,73.51,73.51,30.94,0.00,0.00
73.80,73.80,73.80,31.45,0.00,0.00
73.15,73.58,73.65,31.02,0.00,0.00
73.80,73.80,73.80,31.52,0.00,0.00
73.15,73.36,73.58,31.16,0.00,0.00
73.80,73.80,73.80,31.66,0.00,0.00
73.22,73.43,73.51,31.23,0.00,0.00
73.80,73.80,73.80,31.45,0.00,0.00
73.80,73.80,73.80,31.81,0.00,0.00
73.15,73.43,73.65,31.45,0.00,0.00
73.80,73.72,73.80,31.88,0.00,0.00
73.22,73.43,73.51,31.52,0.00,0.00
73.80,73.80,73.80,32.03,0.00,0.00
73.22,73.51,73.51,31.45,0.00,0.00
73.80,73.80,73.80,32.03,0.00,0.00
73.15,73.43,73.65,31.66,0.00,0.00
73.80,73.80,73.80,32.10,0.00,0.00
73.22,73.36,73.51,31.81,0.00,0.00
73.51,73.43,73.58,31.95,0.00,0.00
73.80,73.80,73.65,32.10,0.00,0.00
73.22,73.58,73.72,32.03,0.00,0.00
73.80,73.80,73.80,32.39,0.00,0.00
73.07,73.43,73.72,32.03,0.00,0.00
73.80,73.80,73.80,32.53,0.00,0.00
73.22,73.51,73.58,32.24,0.00,0.00
73.80,73.80,73.51,32.46,0.00,0.00
73.29,73.51,73.65,32.17,0.00,0.00
73.80,73.80,73.80,32.60,0.00,0.00
73.15,73.43,73.65,32.31,0.00,0.00
73.43,73.58,73.65,32.53,0.00,0.00
73.80,73.80,73.72,32.96,0.00,0.00
73.15,73.51,73.51,32.46,0.00,0.00
73.80,73.80,73.80,32.96,0.00,0.00
73.07,73.58,73.72,32.60,0.00,0.00
73.80,73.80,73.80,33.04,0.00,0.00
73.07,73.43,73.65,32.67,0.00,0.00
73.80,73.80,73.80,33.11,0.00,0.00
73.22,73.51,73.51,32.75,0.00,0.00
73.80,73.80,73.58,32.60,0.00,0.00
73.80,73.80,73.80,33.11,0.00,0.00
73.22,73.58,73.80,32.89,0.00,0.00
73.80,73.72,73.72,33.25,0.00,0.00
73.15,73.43,73.58,32.96,0.00,0.00
73.65,73.80,73.72,33.40,0.00,0.00
73.22,73.51,73.51,32.96,0.00,0.00
73.80,73.80,73.80,33.32,0.00,0.00
73.22,73.58,73.72,33.04,0.00,0.00
73.80,73.80,73.80,33.47,0.00,0.00
73.15,73.43,73.58,33.11,0.00,0.00
